feature_signature,group_size,distinct_labels
3956:0.00473987|43479:0.00523124|46174:0.00616347|17415:0.00575464|35914:0.00679678|34175:0.00710071|17440:0.00729271|35943:0.00735925|17443:0.00739830|16144:0.00858144|4501:0.00368015|12567:0.01484705|1424:0.00881269|3609:0.00437403|40018:0.00453745|22952:0.00456448|46457:0.00454854|47598:0.00459163|40470:0.00524343|3658:0.00460349|40039:0.00459530|22956:0.00459334|46470:0.00459487|47599:0.00526036|3666:0.00462508|40040:0.00459530|22957:0.00459530|46471:0.00526036|4511:0.00367107|42349:0.02756995|22653:0.01760388|42350:0.02243711|6804:0.00392071|39765:0.02542944|20848:0.02657295|39766:0.02674758|15462:0.01143166|11510:0.02714982|43383:0.00499976|44714:0.00529003|15135:0.00537776|45434:0.00579075|26480:0.00595131|3960:0.00560883|43402:0.00535356|44731:0.00585767|15140:0.00589919|45435:0.00603349|3963:0.00574039|43407:0.00590053|44732:0.00590663|15141:0.00603627|14404:0.02479982|10923:0.00764846|10938:0.01020176|10885:0.01065476|16908:0.00730270|25752:0.01013679|10886:0.01306910|16913:0.01304324|10888:0.01562993|2625:0.01556665|27634:0.02390804|34203:0.01583459|2651:0.01703564|27635:0.01679282|2652:0.01754271|19680:0.00657649|33238:0.00874026|46052:0.01013098|45739:0.00999227|46564:0.01469293|27391:0.01834878|46093:0.02964625|19673:0.00718973|19674:0.00719077|10967:0.01286555|33261:0.01270236|34405:0.00847131|38203:0.00897226|43879:0.00704599|34284:0.01197856|43997:0.01177750|27657:0.01198563|34285:0.01199916|27658:0.01199981|16623:0.05626831|15040:0.03681624|16628:0.07094319|30234:0.00946792|10566:0.05996820|44306:0.01169757|36783:0.01432629|44228:0.01332152|20623:0.01639168|17807:0.03574667|46530:0.01423593|17808:0.01455791|22072:0.04806075|35297:0.04001691|23918:0.04251218|24381:0.04249621|22714:0.01059712|44038:0.00705383|35312:0.04286787|23920:0.04301775|24384:0.04299022|42377:0.01334570|22715:0.01059712|35314:0.04311730|23921:0.04304534|24391:0.01370929|42378:0.01334570|8840:0.01146777|29671:0.07084361|44339:0.01041937|18171:0.01207416|12686:0.01084700|25694:0.08649260|24385:0.02450615|23643:0.01258002|41181:0.01042524|46177:0.01042524|16888:0.09225814|25683:0.01740170|11734:0.00886085|16899:0.02138546|25684:0.02018515|16900:0.02417256|39007:0.07089954|25647:0.01667326|16889:0.02075392|24087:0.01392250|30633:0.01281276|24092:0.01659757|14314:0.01361771|19006:0.02198323|46883:0.01229133|41183:0.01501996|46888:0.01370311|46179:0.01501996|41185:0.01599034|46889:0.01370723|13756:0.01131311|33184:0.01200368|47093:0.01011282|47094:0.01014378|47099:0.01273695|11459:0.01114372|33073:0.01957699|18836:0.02341061|27400:0.02314275|33088:0.02364178|27403:0.02369980|23136:0.01344307|18837:0.01396867|33089:0.01397420|13845:0.05390356|29458:0.07984624|11646:0.07429215|13864:0.10107777|29459:0.11780132|949:0.01134590|27411:0.01890811|30237:0.01151496|28164:0.02523611|16528:0.04884399|3473:0.00956549|3490:0.01181413|48:0.01927352|27456:0.00927812|7175:0.01509896|41253:0.01268285|1145:0.02136066|1155:0.01511406|1969:0.02306848|36457:0.06448388|36458:0.01763526|25020:0.01406505|4635:0.02177543|43193:0.02078944|20732:0.00984393|47014:0.00983499|49465:0.01150705|21971:0.00978497|48515:0.01880058|33442:0.00943191|36787:0.02236261|11531:0.01069973|27464:0.00949256|11532:0.01078442|34877:0.01333917|34880:0.01539544|49498:0.02383490|21206:0.01367851|15420:0.08863420|49639:0.08953713|29676:0.08978235|15422:0.09435874|29678:0.09485150|16179:0.01005129|4138:0.01883573|4148:0.01117089|4149:0.01141512|17706:0.02248524|20641:0.02441538|37630:0.01010858|37635:0.01470779|10842:0.05396844|38796:0.01679820|21997:0.01996203|36601:0.00952261|42041:0.10943390|41283:0.03340235|41284:0.03340235|49041:0.01460368|23146:0.01503770|48846:0.02084376|23147:0.01513074|2438:0.01502144|25524:0.01584152|2441:0.01631168|25526:0.01637094|2442:0.01651010|25527:0.01637094|27682:0.01081791|22080:0.08698404|33869:0.01234203|25762:0.01576118|14315:0.01541839|33872:0.01546306|16919:0.01576660|25763:0.01578473|14316:0.01578473|42193:0.02225888|11870:0.01976251|32858:0.08235193|15617:0.08655106|31251:0.01643117|6614:0.03141480|46508:0.04668268|48111:0.01528123|23849:0.01306737|1985:0.02774951|19021:0.03064207|28165:0.03005468|43194:0.03045554|42210:0.02763823|17727:0.01957332|44309:0.02143625|11872:0.02188942|32859:0.08755769|15618:0.04372118|11735:0.01902279|30641:0.01667558|48516:0.02365285|6615:0.03169412|46518:0.01560389|48112:0.01534352|47023:0.01525912|23863:0.01442019|23644:0.01428143|1990:0.03222703|19022:0.03067738|28166:0.03066774|43195:0.03073229|42211:0.03096617|20652:0.02020336|44310:0.02188942|11873:0.02188942|32860:0.04377885|24095:0.02007189|30643:0.02422700|36788:0.02488643|6619:0.01630958|46519:0.01560389|48113:0.01555919|16183:0.01534997|47024:0.01559180|23864:0.01474864|7179:0.01575577|48098:0.01810767|1158:0.01576479|7180:0.01584521|46509:0.01820854|1159:0.01585446|7181:0.01887175|1478:0.08617910|12721:0.08562014|46710:0.07146179|1479:0.08698022|12724:0.07146179|46711:0.07146179|1481:0.07146179|12725:0.07146179|3223:0.04452591|3225:0.04996134|3230:0.05162345|1575:0.01163043|14846:0.03468000|42905:0.03555327|32561:0.01775788|8669:0.01745870|1577:0.01789770|14847:0.03561622|42906:0.01785903|32562:0.01863441|8670:0.01871453|10973:0.01420276|17822:0.01600768|46571:0.01748176|49042:0.01716887|1578:0.01809740|14848:0.01785903|42907:0.01865030|32563:0.01876756|8671:0.01873076|10979:0.01636028|17826:0.01783348|46572:0.01793677|6897:0.01741019|13330:0.02314161|950:0.01745296|6898:0.01823330|13346:0.03797543|951:0.01824041|6899:0.01904489|13347:0.01908949|40698:0.01214938|38229:0.01245214|40704:0.01292494|36605:0.01453718|45763:0.01512770|12691:0.01467008|46098:0.04181347|3496:0.01432751|38232:0.01292993|40707:0.01460632|36609:0.01556603|45764:0.01574676|34881:0.01575216|12692:0.01474316|46099:0.03047430|7177:0.01609171|1157:0.01609171|7178:0.01611750|2484:0.03156946|25964:0.03180965|23555:0.02713759|2485:0.03211260|25974:0.03682310|23558:0.03079742|11526:0.02694771|2489:0.03695095|25975:0.03808092|23559:0.03698899|11527:0.02786907|46708:0.01798621|10562:0.01577022|12722:0.01800618|46709:0.01800618|1480:0.01800618|12723:0.01800618|27412:0.01296591|30238:0.01386614|7993:0.04705983|8414:0.04749568|14391:0.02058798|37007:0.02058123|17318:0.02281812|8415:0.04749568|8416:0.04749568|12083:0.01262571|39282:0.01664326|45029:0.10564935|21084:0.01644421|48102:0.01558147|17730:0.01712403|44351:0.01734835|12088:0.01401318|39017:0.01450118|34184:0.01630329|43503:0.01844149|46063:0.01814560|39285:0.02034606|13772:0.01741870|27438:0.01478856|33244:0.01799951|20752:0.01824041|18176:0.01379583|11545:0.01164270|34408:0.01868629|45030:0.01898335|21086:0.01911651|25022:0.02028956|38797:0.02188942|46512:0.01561949|48103:0.01558663|20654:0.01774233|17732:0.01925939|44352:0.01825824|12089:0.01592743|37637:0.02073276|22084:0.01767771|39021:0.01770219|10942:0.01683919|35948:0.01848688|34185:0.02113372|43505:0.02140231|46065:0.02122108|13773:0.02171054|27441:0.02116525|20754:0.01980046|18183:0.01901839|11552:0.01362374|27683:0.01868629|34409:0.01924064|45031:0.01924064|21088:0.02244030|21998:0.02392867|38798:0.02197731|6617:0.01621432|46513:0.01562471|22697:0.01123738|42370:0.01277027|22698:0.01130990|24390:0.01322098|42371:0.01285086|1496:0.01376431|46538:0.01344115|1505:0.01657043|17814:0.01360367|46539:0.01349615|1508:0.01907605|13348:0.01909847|17815:0.01364090|20876:0.01518896|4145:0.01651898|39787:0.01524185|20877:0.01518896|4146:0.01670118|46102:0.01548811|39788:0.01524185|18844:0.01551671|33093:0.01552347|18845:0.01561428|46659:0.03295840|13208:0.02376392|16710:0.02363726|18874:0.02101027|31257:0.02471532|13209:0.02515913|16712:0.02515913|18877:0.02417256|11737:0.02508902|31258:0.02515913|13210:0.02515913|16713:0.02515913|18878:0.02465316|37247:0.01411652|12586:0.02142774|1301:0.01471321|1393:0.01977332|12096:0.09357263|37748:0.09679730|12103:0.10718127|26252:0.10528038|37750:0.10547346|12104:0.11186803|37132:0.01681743|26521:0.06848987|41256:0.01376327|36460:0.01742155|10501:0.02300963|29443:0.01380428|36467:0.04242610|36468:0.04242610|24210:0.02101027|33486:0.02112588|27474:0.02114158|49825:0.10314384|43998:0.01569497|34286:0.01610161|267:0.01793023|11656:0.10304159|11657:0.11064327|49643:0.11294557|15425:0.11294557|42628:0.10033013|33270:0.01738195|14435:0.02114945|39008:0.09881256|21213:0.01956309|26522:0.08808607|41269:0.01663637|41270:0.01685377|11434:0.04541571|26172:0.18061641|42108:0.15963995|19331:0.14608219|14416:0.02207751|37138:0.02530350|11435:0.05177545|26173:0.18141643|42109:0.17747041|19332:0.17257210|42042:0.17117293|15619:0.02618764|14417:0.02618764|37139:0.02609506|11436:0.05183327|26174:0.18141643|42110:0.18121407|19333:0.18101330|42043:0.02731334|3096:0.01869031|3098:0.02555755|29449:0.01565791|3099:0.02594577|33879:0.01874707|33272:0.02319790|21215:0.02107147|29451:0.01903604|2514:0.04397442|16537:0.08577811|26523:0.11064327|21105:0.10505134|49450:0.01854827|25685:0.02513561|16903:0.10892398|26680:0.01979502|11471:0.02170136|18069:0.02321172|25649:0.02202707|26681:0.02465316|16890:0.02502024|25650:0.02431959|25357:0.10409071|10861:0.11347904|15094:0.11826425|36465:0.02185103|36466:0.02201706|22081:0.11192318|29460:0.13032354,8,2
3956:0.00627381|43479:0.00692419|20123:0.03381452|17415:0.00761698|35914:0.00899638|34175:0.00939868|17440:0.00965280|35943:0.00974089|17443:0.00979257|16144:0.01135860|23425:0.01462724|4501:0.00487114|12567:0.01965191|1424:0.01166469|2935:0.01305771|3609:0.00578957|40018:0.00600588|22952:0.00604166|46457:0.00602056|47598:0.00607760|40470:0.00694033|3658:0.00609329|40039:0.00608245|22956:0.00607985|46470:0.00608188|47599:0.00696274|3666:0.00612187|40040:0.00608245|22957:0.00608245|46471:0.00696274|3199:0.00927776|4511:0.00485912|21463:0.01702051|42349:0.03649225|22653:0.02330092|42350:0.02969831|6804:0.00518955|39765:0.03365902|20848:0.03517260|39766:0.03540375|12373:0.02150683|15462:0.01513123|11510:0.01796808|43383:0.00661780|44714:0.00700201|15135:0.00711813|45434:0.00766478|26480:0.00787730|3960:0.00742399|43402:0.00708610|44731:0.00775335|15140:0.00780832|45435:0.00798608|3963:0.00759812|43407:0.00781009|44732:0.00781816|15141:0.00798975|14404:0.03282564|10923:0.01012368|10938:0.01350330|2625:0.02060440|27634:0.01898716|34203:0.02095905|2651:0.02254879|27635:0.02222738|2652:0.02321996|19680:0.01740960|33238:0.01156881|46052:0.01340961|41858:0.05097100|12658:0.04171238|45739:0.05290407|11003:0.03273891|12659:0.04614591|41865:0.07250116|31422:0.01342758|46564:0.01944792|27391:0.02428689|20183:0.01254439|46093:0.03924050|35252:0.01255985|19673:0.00951650|19674:0.00951787|10967:0.01702916|30727:0.00880316|44884:0.01416422|38203:0.01187591|21956:0.03001684|43879:0.00932625|34571:0.01272255|21261:0.04266626|1236:0.00873242|8493:0.00842723|1237:0.00873906|47210:0.01725640|34585:0.01806748|44934:0.01201724|30234:0.01253197|10566:0.07937537|2200:0.01295629|23690:0.01330514|13994:0.01291909|42131:0.01646940|2205:0.01469295|23692:0.01343737|13998:0.01340244|30729:0.01843539|42135:0.01889210|2206:0.01476499|23693:0.01343789|14000:0.01845425|30732:0.02043872|42136:0.01890166|44306:0.03096638|36835:0.08216213|1279:0.01750319|8587:0.01469229|1280:0.01753794|48782:0.02685575|41417:0.01037640|36839:0.02711837|48783:0.02897337|36840:0.02937253|20623:0.02169643|17807:0.04731517|46530:0.01884302|17808:0.01926921|22072:0.01060240|11943:0.03116189|35297:0.05296735|23918:0.05627015|24381:0.05624902|22714:0.01402660|44038:0.00933662|20126:0.04695193|35312:0.05674096|23920:0.05693934|24384:0.05690290|42377:0.01766469|22715:0.01402660|35314:0.05707111|23921:0.05697585|24391:0.01814595|42378:0.01766469|44339:0.01379133|12686:0.01435735|18271:0.01462988|18275:0.02067434|24385:0.03243694|23643:0.01665123|16888:0.05233505|25683:0.06909992|11734:0.03518529|16899:0.08491895|25684:0.08015268|16900:0.09598614|39007:0.01564073|24087:0.07371263|30633:0.06783712|24092:0.08787581|18676:0.04834282|11020:0.05731052|19006:0.02909754|13756:0.01497430|33184:0.01588836|16752:0.03019102|20188:0.01963348|33073:0.02591258|18836:0.03098686|27400:0.03063231|33088:0.03129284|27403:0.03136964|23136:0.01779357|18837:0.01848926|33089:0.01849659|22942:0.01709896|949:0.01501770|28299:0.01247965|27411:0.02502723|30237:0.01524148|28164:0.03340313|44910:0.01934899|44911:0.01945506|3473:0.01266111|3490:0.01563748|48:0.02551090|7175:0.01998535|1145:0.02827349|1155:0.02000534|1969:0.03053400|45046:0.01556252|28333:0.01952891|4635:0.02882249|43193:0.02751741|20732:0.01302967|47014:0.01301783|20772:0.02200514|34877:0.01765605|34880:0.02037778|16179:0.01330413|4138:0.01246571|17706:0.02976202|20641:0.03231679|37630:0.01337996|37635:0.01946759|22842:0.04615748|38686:0.02807186|21960:0.03345997|36601:0.01260435|42041:0.06207830|49041:0.01932979|23146:0.01990426|48846:0.02758931|23147:0.02002742|22080:0.01918903|42193:0.02946239|11870:0.05231628|32858:0.10900302|15617:0.11456108|31251:0.08699478|6614:0.04158139|46508:0.06179034|48111:0.02022660|23849:0.01729628|1985:0.03672992|19021:0.04055859|28165:0.03978111|43194:0.04031170|42210:0.03658264|17727:0.02590772|44309:0.05674709|11872:0.05794674|32859:0.11589349|15618:0.05787042|11735:0.07553710|6615:0.04195110|46518:0.02065368|48112:0.02030906|47023:0.02019734|23863:0.01908691|23644:0.01890325|1990:0.04265649|19022:0.04060533|28166:0.04059256|43195:0.04067801|42211:0.04098757|20652:0.02674166|44310:0.05794674|11873:0.05794674|32860:0.05794674|6619:0.02158776|46519:0.02065368|48113:0.02059452|16183:0.02031759|47024:0.02063768|23864:0.01952165|7179:0.02085472|48098:0.02396776|1158:0.02086666|7180:0.02097310|46509:0.02410126|1159:0.02098535|7181:0.02497911|1478:0.11406875|12721:0.11332890|46710:0.09458856|1479:0.11512913|12724:0.09458856|46711:0.09458856|1481:0.09458856|12725:0.09458856|3223:0.05893557|3225:0.06613004|3230:0.06833005|1575:0.01539432|14846:0.04590328|42905:0.04705918|32561:0.02350477|8669:0.02310876|1577:0.02368982|14847:0.04714249|42906:0.02363865|32562:0.02466496|8670:0.02477100|10973:0.01879912|17822:0.02118816|46571:0.02313928|49042:0.02272513|1578:0.02395415|14848:0.02363865|42907:0.02468599|32563:0.02484119|8671:0.02479249|10979:0.02165487|17826:0.02360483|46572:0.02374155|6897:0.02304455|13330:0.03063079|950:0.02310116|6898:0.02413405|13346:0.05026520|951:0.02414345|6899:0.02520828|13347:0.02526731|40698:0.01608122|38229:0.01648196|40704:0.01710776|36605:0.01924176|45763:0.02002339|12691:0.01941767|46098:0.05534533|3496:0.01896424|38232:0.01711437|40707:0.01933327|36609:0.02060357|45764:0.02084280|34881:0.02084994|12692:0.01951441|46099:0.04033652|7177:0.02129938|1157:0.02129938|7178:0.02133351|2484:0.04178611|25964:0.04210402|23555:0.03591998|2485:0.04250502|25974:0.04873995|23558:0.04076421|11526:0.03566865|2489:0.04890918|25975:0.05040483|23559:0.04895952|11527:0.03688818|46708:0.02380699|10562:0.02087385|12722:0.02383342|46709:0.02383342|1480:0.02383342|12723:0.02383342|27412:0.01716199|30238:0.01835356|7993:0.06228954|8414:0.06286644|14391:0.02725076|37007:0.02724182|17318:0.03020262|8415:0.06286644|8416:0.06286644|12083:0.01671169|39282:0.02202942|48102:0.02062401|17730:0.02266578|44351:0.02296270|12088:0.01854819|39017:0.01919411|34184:0.02157943|43503:0.02440961|46063:0.02401796|39285:0.02693054|13772:0.02305582|27438:0.01957450|33244:0.02382459|46512:0.02067434|48103:0.02063084|20654:0.02348418|17732:0.02549220|44352:0.02416705|12089:0.02108194|37637:0.02744239|22084:0.02339865|39021:0.02343105|10942:0.02228876|35948:0.02446968|34185:0.02797311|43505:0.02832862|46065:0.02808873|13773:0.02873660|27441:0.02801483|6617:0.02146167|46513:0.02068124|22697:0.01487407|42370:0.01690304|22698:0.01497006|24390:0.01749960|42371:0.01700971|1496:0.01821878|46538:0.01779104|1505:0.02193303|17814:0.01800615|46539:0.01786383|1508:0.02524952|13348:0.02527920|17815:0.01805542|20876:0.02010447|4145:0.02186492|39787:0.02017448|20877:0.02010447|4146:0.02210608|46102:0.02050044|39788:0.02017448|18844:0.02053830|33093:0.02054725|18845:0.02066744|15376:0.03136994|34069:0.03128685|40564:0.02273920|48789:0.08774787|2962:0.01804205|31457:0.03223990|30652:0.11845699|36845:0.09687096|2967:0.03404218|24096:0.12590346|13208:0.12581798|16710:0.12514738|18874:0.11123881|31257:0.13085518|13209:0.13320492|16712:0.13320492|18877:0.12798153|11737:0.09962532|31258:0.13320492|13210:0.13320492|16713:0.13320492|18878:0.13052608|21541:0.02961857|30085:0.05024196|23404:0.02345959|35278:0.02606621|1301:0.01947477|3203:0.01852601|3205:0.02263120|41866:0.07746114|32920:0.03105491|11944:0.02588068|18681:0.06154797|21276:0.06507484|30088:0.05688303|18683:0.06541066|21277:0.06561241|44970:0.02128892|21552:0.03876113|19643:0.01805542|31103:0.01856303|42284:0.03852467|12397:0.04253616|18277:0.02766136|44971:0.02841889|20190:0.03008873|37132:0.04451992|34805:0.06430406|34808:0.07625434|22846:0.02606621|30091:0.02617244|19651:0.02626643|19652:0.02636974|2152:0.02200212|46340:0.02150243|2156:0.02360062|22943:0.02333050|2157:0.02365565|46925:0.04514598|42295:0.04624037|38689:0.04580076|46926:0.04623275|42296:0.04653445|21961:0.04594756|38690:0.04627091|46927:0.04696014|11590:0.01951803|11591:0.02003144|11592:0.02160445|22844:0.02585379|11024:0.07372987|30090:0.02585379|32259:0.02217457|11434:0.06011334|26172:0.10245783|42108:0.09055856|19331:0.08286769|14416:0.05844465|37138:0.06698465|11435:0.06853124|26173:0.10291166|42109:0.10067320|19332:0.09789456|42042:0.09710085|15619:0.06932520|14417:0.06932520|37139:0.06908010|11436:0.06860777|26174:0.10291166|42110:0.10279686|19333:0.10268297|12401:0.05033476|46344:0.03025227|2514:0.02910280|32934:0.04577894|21556:0.05199332|44900:0.02832862|25685:0.09981030|47223:0.02724182|31115:0.03156230|45077:0.02713582|21464:0.03087255|34593:0.02864027|28341:0.02779967|45745:0.07942589|12663:0.08754647|24102:0.02846466|16773:0.05986106|20773:0.02994612,7,2
3956:0.00678133|16144:0.01227746|4501:0.00526519|12567:0.02124166|1424:0.00630415|3609:0.00625792|40018:0.00649173|22952:0.00653040|46457:0.00650760|47598:0.00656925|40470:0.00750177|3658:0.00658621|40039:0.00657449|22956:0.00657168|46470:0.00657388|47599:0.00752600|3666:0.00661710|40040:0.00657449|22957:0.00657449|46471:0.00752600|4511:0.00525220|42349:0.03944430|22653:0.02518585|42350:0.03210076|6804:0.00560936|39765:0.03638188|20848:0.03801790|39766:0.03826775|12373:0.02324663|15462:0.01635527|11510:0.04855403|43383:0.00715315|44714:0.00756844|15135:0.03077582|45434:0.00828482|26480:0.00851453|3960:0.00802456|43402:0.00765933|44731:0.00838056|15140:0.00843997|45435:0.00863211|3963:0.00821277|43407:0.00844189|44732:0.00845061|15141:0.00863609|14404:0.03548108|35860:0.05408589|2625:0.02227120|27634:0.02052313|34203:0.02265453|2651:0.02437288|27635:0.02402547|2652:0.02509834|19680:0.00940898|45739:0.01429594|46564:0.02102116|27391:0.02625159|46093:0.04241487|27478:0.03121480|19673:0.01028634|19674:0.01028782|10967:0.01840674|38203:0.01283661|21956:0.03244506|43879:0.01008070|27779:0.03093281|24243:0.03099121|30234:0.01354575|10566:0.08579646|33560:0.04846080|27516:0.05087957|36379:0.04930246|40430:0.05193701|31386:0.04872785|24256:0.05210598|36385:0.05348034|40437:0.05647714|24260:0.05648475|36388:0.05669163|44306:0.03347141|16723:0.01761630|20623:0.02345157|17807:0.05114274|46530:0.02036734|17808:0.02082800|22072:0.01146008|35297:0.05725216|23918:0.06082214|24381:0.06079930|22714:0.01516129|44038:0.01009191|35312:0.06133103|23920:0.06154547|24384:0.06150608|42377:0.01909368|22715:0.01516129|35314:0.06168789|23921:0.06158493|24391:0.01961387|42378:0.01909368|44339:0.01490698|12046:0.03948525|12686:0.01551879|45536:0.03386296|15149:0.04669040|45538:0.03420990|15150:0.04694739|25694:0.07424694|25695:0.09612454|18271:0.01581337|18275:0.02234679|24385:0.03506093|23643:0.01799823|16888:0.05656871|39182:0.01565190|22130:0.01904982|19006:0.03145139|17990:0.01250885|33184:0.01717366|33073:0.02800879|18836:0.03349355|27400:0.03311032|33088:0.03382428|27403:0.03390729|23136:0.01923299|18837:0.01998496|33089:0.01999288|13696:0.06662101|22942:0.01848219|949:0.01623256|27411:0.01352591|30237:0.01647445|28164:0.03610528|16732:0.02042038|3473:0.01368534|3490:0.01690247|48:0.02757461|27456:0.03982258|7175:0.02160207|1145:0.03056068|1155:0.02162367|1969:0.03300405|45046:0.05046435|4635:0.03115409|43193:0.02974344|47014:0.01407091|33442:0.04048270|11531:0.04592430|27464:0.04074299|11532:0.04628776|34877:0.01908434|34880:0.02202624|16179:0.01438038|4138:0.01347413|17706:0.03216962|20641:0.03493107|24772:0.05537548|37630:0.01446234|37635:0.02104243|39187:0.02229485|22133:0.02476474|38686:0.03034274|21960:0.03616672|36601:0.01362398|42041:0.06710014|49041:0.02089348|23146:0.02151442|48846:0.02982115|23147:0.02164754|42193:0.03184576|11870:0.05654842|32858:0.11782085|15617:0.12382853|17960:0.02409529|6614:0.04494513|46508:0.06678888|48111:0.02186284|23849:0.01869547|1985:0.03970120|19021:0.04383959|28165:0.04299921|43194:0.04357272|42210:0.03954200|17727:0.02800353|44309:0.06133766|11872:0.06263436|32859:0.12526872|15618:0.06255186|17962:0.03163005|6615:0.04534475|46518:0.02232447|48112:0.02195196|47023:0.02183121|23863:0.02063095|23644:0.02043244|1990:0.04610719|19022:0.04389011|28166:0.04387631|43195:0.04396866|42211:0.04430327|20652:0.02890494|44310:0.06263436|11873:0.06263436|32860:0.06263436|6619:0.02333410|46519:0.02232447|48113:0.02226051|16183:0.02196119|47024:0.02230717|23864:0.02110086|7179:0.02254176|48098:0.02590663|1158:0.02255468|7180:0.02266973|46509:0.02605094|1159:0.02268296|7181:0.02699980|1478:0.12329637|12721:0.12249667|46710:0.10224033|1479:0.12444253|12724:0.10224033|46711:0.10224033|1481:0.10224033|12725:0.10224033|3223:0.06370318|3225:0.07147965|3230:0.07385763|1575:0.01663964|14846:0.04961664|42905:0.05086604|32561:0.02540619|8669:0.02497815|1577:0.02560622|14847:0.05095609|42906:0.02555090|32562:0.02666024|8670:0.02677486|10973:0.02031988|17822:0.02290218|46571:0.02501114|49042:0.02456348|1578:0.02589193|14848:0.02555090|42907:0.02668297|32563:0.02685073|8671:0.02679809|10979:0.02340665|17826:0.02551435|46572:0.02566213|6897:0.02490875|13330:0.03310868|950:0.02496994|6898:0.02608638|13346:0.05433142|951:0.02609654|6899:0.02724751|13347:0.02731131|40698:0.01738212|38229:0.01781527|40704:0.01849170|36605:0.02079833|45763:0.02164319|12691:0.02098847|46098:0.05982250|3496:0.02049836|38232:0.01849884|40707:0.02089725|36609:0.02227030|45764:0.02252888|34881:0.02253661|12692:0.02109303|46099:0.04359955|7177:0.02302239|1157:0.02302239|7178:0.02305929|2484:0.04516641|25964:0.04551004|23555:0.03882573|2485:0.04594347|25974:0.05268278|23558:0.04406184|11526:0.03855407|2489:0.05286570|25975:0.05448234|23559:0.05292012|11527:0.03987225|46708:0.02573286|10562:0.02256244|12722:0.02576143|46709:0.02576143|1480:0.02576143|12723:0.02576143|27412:0.01855032|30238:0.01983827|7993:0.06732847|8414:0.06795203|14391:0.02945521|37007:0.02944555|17318:0.03264587|8415:0.06795203|8416:0.06795203|12083:0.01806359|48102:0.02229239|17730:0.02449933|44351:0.02482027|12088:0.02004865|46512:0.02234679|48103:0.02229978|20654:0.02538394|17732:0.02755440|44352:0.02612205|12089:0.02278737|6617:0.02319782|46513:0.02235425|22697:0.01607731|42370:0.01827042|22698:0.01618106|24390:0.01891524|42371:0.01838571|1496:0.01969259|46538:0.01923025|1505:0.02370731|17814:0.01946276|46539:0.01930893|1508:0.02729209|13348:0.02732417|17815:0.01951602|20876:0.02173083|4145:0.02363368|39787:0.02180650|20877:0.02173083|4146:0.02389436|46102:0.02215883|39788:0.02180650|18844:0.02219975|33093:0.02220942|18845:0.02233934|21541:0.03201458|12556:0.06128180|32920:0.03356710|32922:0.02314254|49834:0.06912669|43426:0.04684821|37309:0.05912725|12051:0.06701058|25252:0.05307392|37323:0.09927425|13702:0.09424415|25265:0.08349167|37324:0.09933249|13703:0.09715657|25268:0.09799110|21552:0.04189673|21554:0.02681557|19643:0.01951602|33495:0.08001478|31408:0.07832020|27476:0.08429901|33496:0.08412090|40446:0.08377062|31411:0.08230419|31103:0.06019407|31108:0.07262274|42284:0.04164113|12397:0.04597713|18277:0.02989904|37132:0.04812137|21381:0.05764970|27847:0.08436632|45557:0.08548460|16731:0.02909102|19651:0.02839126|19652:0.02850292|2152:0.02378198|46340:0.02324187|2156:0.02550980|22943:0.02521783|2157:0.02556928|46925:0.04879807|42295:0.04998099|38689:0.04950583|46926:0.04997276|42296:0.05029887|21961:0.04966450|38690:0.05001400|46927:0.05075899|18482:0.01883206|45060:0.07021994|18493:0.02623580|43694:0.06361717|43703:0.07566639|49836:0.07539742|43431:0.07517049|43704:0.07588756|49837:0.07588756|12563:0.07662522|18478:0.02363051|33593:0.07734167|27530:0.08046425|16736:0.02363368|16737:0.02363368|11434:0.06497623|26172:0.11074619|42108:0.09788432|19331:0.08957129|14416:0.06317254|37138:0.07240339|11435:0.07407510|26173:0.11123672|42109:0.10881719|19332:0.10581376|42042:0.10495585|21392:0.09602970|15619:0.07493328|14417:0.07493328|37139:0.07466835|11436:0.07415781|26174:0.11123672|42110:0.11111264|19333:0.11098954|12565:0.08960265|43433:0.08898704|45062:0.10818927|21394:0.10738930|31109:0.09467186|37642:0.02836764|39189:0.03036098|12401:0.05440661|32924:0.03044210|18480:0.03490245|46344:0.03269953|18481:0.03492992|2514:0.03145708|32925:0.02660947|21555:0.02858417|32927:0.02874209|1327:0.02641119|16903:0.09350247|24782:0.10758551,7,2
