feature_signature,group_size,distinct_labels
40075:0.02347441|18108:0.10255002|47879:0.00450688|7941:0.16009660|48347:0.02870537|43376:0.01522488|4296:0.07617803|3102:0.10621216|10620:0.07971569|3111:0.06586712|17263:0.08633182|43583:0.07703828|17428:0.01451264|17468:0.01710374|35232:0.22467538|25216:0.04750742|27300:0.05150349|3224:0.01800387|18784:0.02240992|27673:0.06906464|38006:0.15363282|35277:0.10987215|8783:0.01613399|30070:0.05141182|7009:0.07014071|22717:0.09523472|44203:0.28533993|23505:0.39212015|22752:0.02307284|22742:0.02960531|38409:0.03151692|18949:0.01572072|23527:0.01569237|23523:0.04487456|3187:0.01786063|27702:0.04998320|7956:0.03885502|3909:0.22189523|47284:0.11963691|19098:0.02603156|4024:0.03252042|18264:0.10080854|3923:0.05237321|18929:0.03008679|18268:0.06965765|42473:0.16085494|38249:0.09499211|23556:0.09973555|23518:0.07262742|24137:0.05347273|42507:0.03877055|24179:0.01255051|8017:0.05838130|7992:0.05409801|19106:0.02930033|3206:0.02421148|38209:0.01251131|17513:0.03696518|35257:0.05259076|30186:0.04772464|17334:0.02879696|7028:0.05612783|17433:0.03011578|25839:0.02830982|42495:0.01693580|41737:0.14930426|13537:0.12860657|10845:0.06247333|10800:0.08490738|38384:0.01711294|10833:0.03592209|45648:0.04211276|3946:0.05301793|7976:0.02475025|8803:0.02767650|8104:0.01360155|43623:0.03852546|38110:0.01354970|8027:0.04081625|19028:0.01656159|3195:0.02926350|3972:0.01339295|18451:0.12087431|3920:0.06818818|27465:0.03384062|40157:0.03514021|48350:0.03307005|4386:0.02870872|23388:0.04843419|18680:0.01839745|4399:0.12370850|3143:0.11107434|3932:0.03611402|3137:0.03076734|22728:0.03806899|38065:0.06907181|4025:0.02060590|38133:0.03249683|10649:0.08215280|18788:0.03696630|47374:0.25368479|36392:0.07147468|38055:0.01747165|43379:0.03526223|43380:0.03679490|43629:0.03829195|23508:0.09463912|17311:0.03136599|16314:0.12639908|38066:0.01914598|43633:0.01687441|3971:0.03368856|18454:0.04107640|23534:0.02074712|23528:0.02000025|3921:0.01969732|35310:0.07937658|25235:0.06292608|4453:0.01675603|23509:0.06246266|7030:0.03720449|8105:0.01969732|17344:0.03530359|45651:0.01979423|45659:0.12244876|45652:0.01979423|3225:0.03860581|45650:0.19104161|30189:0.02005455|22785:0.04149425|8030:0.02114014|3981:0.02067550|44219:0.21316703|18267:0.04045004|4280:0.15576386|42492:0.02231853|38057:0.02053820|3263:0.04081625|35309:0.04149425|45660:0.11384504|23544:0.04624517,2,2
18108:0.11870297|36899:0.05977624|41932:0.03892871|47879:0.04303837|21582:0.07366032|46135:0.23668123|41967:0.06152987|10323:0.14449939|36994:0.16489998|21285:0.15211179|7137:0.43180265|21635:0.16071156|48772:0.18998779|30411:0.59763849|19189:0.18635062|32725:0.35891539|86:0.19370703|35614:0.18950128,2,2
3404:0.08055687|40075:0.05691671|2557:0.01197820|18108:0.06001792|40320:0.05139897|36899:0.01648567|29109:0.00872069|26328:0.00243430|3513:0.02504683|40180:0.01469226|47879:0.00904346|21582:0.00773895|46637:0.00657819|26754:0.01161865|31386:0.01672503|48347:0.00180000|3102:0.00832516|13558:0.00624190|10620:0.01124695|2364:0.00578809|13813:0.00432093|17263:0.03164824|28830:0.00366085|22346:0.03958722|28853:0.00461965|11146:0.00599054|17428:0.00728023|17468:0.00429002|10690:0.00676570|22370:0.00318893|4871:0.01451544|270:0.02824022|6804:0.00230320|4237:0.01223782|788:0.00375187|3802:0.00586873|22078:0.01027849|30984:0.00306003|3224:0.00225790|25479:0.00748290|11315:0.00349247|4900:0.00298253|21692:0.00414532|13854:0.00383789|18784:0.00281047|13856:0.00398937|34092:0.00766824|40238:0.00196392|27673:0.02814995|27129:0.00913416|2218:0.01797344|9615:0.00283669|20008:0.00462479|13102:0.03196072|38006:0.04495719|9656:0.00372113|38612:0.00496486|38611:0.00467358|24527:0.01474209|28359:0.00527013|16700:0.00369663|35630:0.05093882|11769:0.15599692|16665:0.01326134|6281:0.00732473|44793:0.01311361|46916:0.00701290|43811:0.11408989|20078:0.00315930|11172:0.00261517|38123:0.00476525|9657:0.00372447|38243:0.04274853|22347:0.04493361|13165:0.00515147|46638:0.00964455|28885:0.00478348|38197:0.01775196|38489:0.00422120|38124:0.00476525|38244:0.05370121|9659:0.00495259|38245:0.00428401|18619:0.07990418|15985:0.00761825|30070:0.00214922|22717:0.02123299|8840:0.00966684|29993:0.00250433|23505:0.00281009|13885:0.00298608|22752:0.00578721|17300:0.00676203|13887:0.00307219|3584:0.01797646|40124:0.02586007|29195:0.00303640|4240:0.00837695|17389:0.00576808|17440:0.00638210|17441:0.00366085|14376:0.00288318|21696:0.00353911|17390:0.00314664|39961:0.03215612|13294:0.05185844|39271:0.00993565|39277:0.00403826|20917:0.00961733|46437:0.01291910|6969:0.04210098|23750:0.00888662|44194:0.00687268|11327:0.20299779|46438:0.01291910|3521:0.02223789|40322:0.04098763|22364:0.00949509|23751:0.00890818|18587:0.02289831|28370:0.00343110|3522:0.02320177|22365:0.00953051|13320:0.01124513|44556:0.00385238|6812:0.00369185|22747:0.00638352|46366:0.00446506|31499:0.00582008|26410:0.01591981|33865:0.01127142|19106:0.01102382|27743:0.00427174|17553:0.00399273|22736:0.00374145|19225:0.00283749|17513:0.01236232|17392:0.00399792|17518:0.00423250|44198:0.00809896|44834:0.00398249|45382:0.08491244|12753:0.07914888|28854:0.00372952|22755:0.00421010|33682:0.01498947|38810:0.01225321|14071:0.15610588|3415:0.01147853|14074:0.03251836|3462:0.03021671|3413:0.00890818|12757:0.00463601|12417:0.01887527|16743:0.13133981|3600:0.00478348|26237:0.00645955|43239:0.02089993|22737:0.00419919|39266:0.01199375|3418:0.00516845|21700:0.00357489|26618:0.00413426|29370:0.00385444|40323:0.03329435|22371:0.00401108|45396:0.00375362|45392:0.02575397|587:0.01055143|15995:0.01376090|2221:0.00473888|15996:0.00476525|43113:0.00995476|32962:0.03493111|32959:0.03502244|32955:0.03521109|10419:0.01577251|41208:0.11045205|45394:0.07849268|11389:0.00516845|12023:0.00910834|46266:0.01086824|11798:0.00387332|2380:0.00505833|19617:0.00991766|961:0.00756842|557:0.01429576|848:0.07117881|5014:0.00301738|27706:0.00402724|13177:0.01082192|24530:0.00515147|30065:0.00419560|42576:0.00658312|26764:0.00451697|39269:0.01578335|32935:0.01000641|40117:0.00428816|4910:0.01396527|33716:0.00511884|44796:0.01360587|46645:0.01684039|12464:0.00500321|40188:0.00375187|37374:0.00407549|37085:0.09095623|3649:0.01743422|3650:0.01819125|32949:0.00452912|25681:0.02023332|49912:0.01493214|49901:0.01566711|32844:0.22953186|26235:0.00885497|49902:0.01056287|40416:0.03697006|19751:0.02227044|10663:0.00481187|10420:0.01679404|18653:0.00985750|6813:0.00396249|963:0.00992972|20952:0.00958560|11840:0.00438230|11884:0.04965014|964:0.01040774|39933:0.00503016|22769:0.00504408|47923:0.00508785|49893:0.01390803|4914:0.01530945|39270:0.00447062|38618:0.01276723|39272:0.00507291|11859:0.00408142|27701:0.03288088|40085:0.00985750|5018:0.00440700|18771:0.01257609|45000:0.03711713|38060:0.00430502|14097:0.00510315|14091:0.00539443|33714:0.00513494|22349:0.00936275|42605:0.00988111|45313:0.03347957|35640:0.00481187|19447:0.03179064|22412:0.00985750|30411:0.03531911|5212:0.02869690|30145:0.00499016|36202:0.00491716|40181:0.00504408|10653:0.00503016|19189:0.01468388|24541:0.02751240|22718:0.00430502|14092:0.00444868|11781:0.00490579|45792:0.05008056|38223:0.00423631|27692:0.01056287|3514:0.02029165|17378:0.00992972|11352:0.00939454|40105:0.00522237|16701:0.00468138|32951:0.08850895|49910:0.00936275|37089:0.00482163|40373:0.02818361|17516:0.00477430|44199:0.00988111|22410:0.02096576|22350:0.01069346|13748:0.14848559|4964:0.00448188|17514:0.00507291|16755:0.00544610|16756:0.02736825|30002:0.00458027|38156:0.02601934|18621:0.00478348|13761:0.06675419|858:0.06921452|32867:0.04621444|33773:0.01584431|32873:0.01517499|558:0.04536806|2305:0.05396372|32878:0.01540481|32757:0.01014583|22439:0.08483915|32708:0.01083945|32766:0.03267661|32969:0.00485187|42618:0.00425181|32885:0.01618328|26845:0.00539443|47758:0.00537012|14108:0.00522237|6278:0.00534673|46477:0.01040774|13345:0.08892996|39931:0.01083945|32895:0.00539443|47585:0.00511884|45661:0.01395230|49904:0.02088948|49909:0.01056287|32889:0.03759085|32875:0.01597258|12935:0.03267661|22469:0.01060489|32863:0.02129678|32876:0.01089220|14076:0.00487288|13755:0.00487288|4882:0.00511884|4956:0.00477430|32874:0.00507291|32963:0.03726936|32960:0.03726936|14098:0.01642095|32952:0.09666218|11887:0.12011450|41209:0.12011450|11871:0.11713227|32847:0.11923399|11897:0.01854404|2306:0.06120957|32855:0.05744606|13759:0.00501653|32956:0.03726936|13757:0.07372310|40417:0.02129678|32879:0.01074024|11362:0.01633831|13752:0.04772202|20048:0.00501653|13754:0.00474754|12422:0.01089220|22446:0.01089220|29524:0.01089220|22440:0.00539443|11382:0.00516845|11354:0.00524144|26411:0.00528144|10422:0.00541973|11332:0.00537012|11398:0.01048288|11395:0.00520387|11379:0.00504408|13309:0.03682781|11349:0.09334627|13346:0.02673366|11347:0.09185669|14078:0.00534673|32709:0.01089220|11361:0.01052223|13347:0.01100496|32859:0.01701302|39962:0.01701302|13329:0.01094730|35647:0.03895154|46478:0.00553272|39963:0.01134202|12759:0.00544610|39934:0.00544610|11895:0.00524144|5087:0.00518590|2385:0.00539443|47586:0.00544610|12756:0.02225802|32845:0.01642095|857:0.01690031|11396:0.00537012|25682:0.00534673|11390:0.00501653|40419:0.00537012|14081:0.00481187|32861:0.01119603|43114:0.01119603|49905:0.01650744|32892:0.01611036|32869:0.01083945|32868:0.01089220|12936:0.01633831|856:0.00534673|13764:0.01134202|43245:0.01052223|49911:0.01074024|32890:0.02148049|32864:0.01134202|859:0.02200992|43242:0.01089220|32877:0.01089220|853:0.01078886|32865:0.01089220|850:0.02167891|855:0.01089220|19345:0.00534673|4965:0.00500321|18626:0.11574454|11888:0.12100566|41211:0.11713227|11872:0.12105458|32850:0.02225802|11898:0.01854404|2307:0.06120957|32856:0.00567101|13760:0.00532419|32957:0.03402605|46449:0.00478348|13758:0.07372310|3464:0.02148049|18591:0.00544610|49903:0.01089220|32848:0.06805210|11380:0.00522237|13310:0.03168862|11350:0.02697214|18588:0.01060489|11348:0.03697006|32710:0.01089220|13311:0.00544610|11351:0.01100496|13348:0.01100496|32860:0.01701302|35648:0.03895154|11399:0.00553272|39964:0.01134202|18654:0.00544610|39935:0.00550248|18620:0.00544610|11782:0.00544610|2386:0.00544610|32846:0.01690031|10715:0.00515147|32862:0.01119603|40418:0.01083945|13753:0.01134202|13765:0.01134202|19753:0.01060489|43246:0.01074024|19752:0.01089220|43243:0.01089220|45393:0.02736825|46439:0.01597258|854:0.01089220|32891:0.01100496|32866:0.01089220|851:0.01100496|40294:0.00490579|40126:0.01584431|32968:0.01618328|17424:0.00511884|45380:0.00487288|45381:0.00515147|40131:0.00443799|16660:0.00539443|45397:0.00496486|40178:0.00958560|40183:0.00495259|19618:0.00968325|16669:0.00492875|28311:0.01659815|3251:0.00503016|11364:0.01679404|32851:0.00539443|13749:0.01134202|45395:0.09206020|13750:0.01150752|37088:0.02319876|48598:0.00559801|3416:0.01020630|43817:0.02924647|43258:0.03577372|27283:0.50083203|23804:0.03577372|22468:0.01119603|32893:0.02981143|32870:0.09859472|43816:0.02301505|43818:0.03402605|14095:0.00539443|35655:0.02384914|43814:0.06379659|45314:0.04769829|27288:0.07750972|27290:0.02384914|22442:0.02981143|32894:0.02981143|16744:0.03541931|16762:0.01106544|16768:0.05366058|16126:0.00486228|11892:0.03509577|43812:0.06434224|14089:0.10135886|32871:0.10135886|27291:0.10135886|32886:0.01112901|32896:0.00563344|38812:0.00563344|289:0.05849295|6970:0.05962286|13196:0.03997703|12761:0.02384914|27708:0.00544610|11394:0.03452257|16754:0.02981143|44828:0.00541973|32854:0.01642095|561:0.02384914|27284:0.03577372|39967:0.00563344|27286:0.05962286|13763:0.02981143|31556:0.02384914|27285:0.02981143|32961:0.00563344|14075:0.02384914|3465:0.02384914|19448:0.02384914|35656:0.02384914|11885:0.06434224|45315:0.04769829|27289:0.02384914|16127:0.00526112|32849:0.02981143|11893:0.03509577|43813:0.06434224|32857:0.01659815|32954:0.10135886|14090:0.10135886|32872:0.10135886|27292:0.09539658|12760:0.00563344|5088:0.00563344|38813:0.00563344|47587:0.00563344|22348:0.05962286|290:0.05962286|6971:0.05962286|43815:0.04173600|13197:0.04173600|37090:0.02384914|12762:0.02384914|562:0.02384914|39968:0.00563344|27287:0.04769829,2,2
6425:0.01695069|18108:0.04093331|36899:0.01030656|41932:0.01342410|47879:0.01484127|21582:0.01270044|46637:0.08636408|48347:0.02363188|10620:0.01640661|41995:0.02418219|11146:0.02621630|27300:0.04240058|11172:0.03433418|46334:0.06643495|6597:0.04287178|34704:0.18660828|2685:0.13834004|46235:0.31000989|27828:0.53887772|7878:0.43095320|29620:0.41217124|39834:0.22308009|4294:0.30717805|44005:0.14302576|21855:0.06720448|34729:0.04951453|48387:0.06086548|34746:0.05131235|39836:0.06808495,2,2
6425:0.01875174|18108:0.01132064|47879:0.01641819|21582:0.05619958|46637:0.02388511|31386:0.03036392|13813:0.02091881|4871:0.02108196|27300:0.11726434|42326:0.25445906|46701:0.03128983|23281:0.27911615|6443:0.02872169|47284:0.06705035|42114:0.03708606|13868:0.04348829|36332:0.17511838|39528:0.04312864|27458:0.04651236|32210:0.04557765|21761:0.04658601|19699:0.04569171|29924:0.04499261|4987:0.05534423|37632:0.04898034|32629:0.07481895|6902:0.05439030|32071:0.05747941|9315:0.11446941|6458:0.06330288|6905:0.07193048|15227:0.07701178|42143:0.07247616|27337:0.06586975|21765:0.07732763|15230:0.06733257|49516:0.26276604|23307:0.07481895|29936:0.07389497|42345:0.44747347|19709:0.07670663|13875:0.08081788|7076:0.16990821|32068:0.60616617|29758:0.17319033,2,2
6425:0.01995459|18108:0.07830429|47879:0.00873567|10620:0.02897113|10690:0.02614173|2910:0.02996523|35931:0.03519338|41880:0.20521875|44538:0.02789776|47284:0.01783784|1490:0.03721252|42114:0.01973249|10907:0.02339677|35950:0.18349940|8629:0.02271228|12084:0.18278908|12090:0.06981189|5482:0.82884997|18334:0.16701002|428:0.06653607|42517:0.03733689|11462:0.07911403|431:0.03980913|12753:0.02780187|18631:0.10126292|5490:0.03866343|17114:0.02629404|36597:0.08201900|6435:0.03048987|41923:0.03441999|5609:0.03405609|30916:0.03364587|6247:0.03124975|36598:0.04050443|42015:0.06215890|28181:0.16568854|21010:0.07038676|5484:0.03588251|3740:0.03741477|9506:0.03808804|5625:0.07121121|17126:0.17102141|46831:0.07774337|6402:0.03463479|6403:0.11795252|5312:0.04050443|26549:0.03897931|42118:0.04050443|32229:0.07863501|9496:0.03846385|35951:0.07961827|16675:0.03908941,2,2
6425:0.02121292|40075:0.16123204|18108:0.08964536|36899:0.01289813|29109:0.18421915|21582:0.04768184|24709:0.05695527|11746:0.10060956|14311:0.04173959|29270:0.09988240|15985:0.15646060|46334:0.08313990|16615:0.10185597|42019:0.29508678|13294:0.04733545|13320:0.06158608|12901:0.34921853|19155:0.13171736|21868:0.06076227|29453:0.06395880|37361:0.05516254|5457:0.38895062|13281:0.06947803|19617:0.05431596|16000:0.34616330|12914:0.06814168|11765:0.07192233|40137:0.06127623|18657:0.06725570|10126:0.07176568|5612:0.16355745|40153:0.08310874|38824:0.18395157|22106:0.26469449|12916:0.16983589|26694:0.38796132,2,2
6425:0.03703224|36899:0.02251679|2074:0.47972058|41932:0.05865537|21582:0.02774670|13813:0.04131191|17263:0.09555317|49059:0.10465941|49094:0.11689571|49118:0.13361174|49165:0.13255962|46334:0.07257033|46322:0.36071422|29794:0.28648288|6597:0.09366212|49233:0.13382985|49245:0.14593289|2113:0.11598817|2076:0.23482197|41940:0.09212689|21593:0.12744588|2098:0.13642427|43125:0.22949140|17698:0.14550454|13817:0.14775763|2077:0.14593289|41989:0.14637182|17287:0.13235646|48993:0.10817456|49157:0.13026279|49107:0.12611762|49310:0.22293470|49251:0.13946316|49132:0.15148556|46323:0.15148556,2,2
18108:0.04455982|36899:0.05983829|29109:0.04748043|45676:0.07542212|15506:0.06151791|46143:0.05320376|46010:0.18768547|15749:0.06337666|15406:0.06868813|3309:0.31815503|15430:0.08245092|270:0.26907298|15423:0.08388416|37131:0.06466950|15407:0.06887370|3322:0.08562553|15424:0.08740927|13102:0.08700626|15590:0.07859841|15792:0.08179466|45126:0.32782135|15401:0.21999831|15620:0.08573642|26204:0.07598753|21252:0.07169749|15650:0.07422296|5234:0.08397978|15793:0.08236687|37118:0.22330497|45129:0.08607547|19831:0.08296822|45136:0.09484900|45132:0.08584836|15402:0.08630704|26205:0.08619069|15653:0.09306301|19833:0.09484900|37119:0.08654325|45133:0.08703031|15654:0.09461041|38778:0.08245092|38751:0.09046926|21254:0.08596137|38779:0.09169507|38752:0.09414723|26206:0.08690665|21255:0.09169507|38780:0.09414723|45076:0.15731889|18115:0.14620240|346:0.17356854|3343:0.08457039|39924:0.31629457|15411:0.09080670|15425:0.09151197|15591:0.09559512|13199:0.09848994|13194:0.10485533|45083:0.09534114|331:0.08253558|15431:0.09285762|29244:0.09285762|15426:0.09509251|18117:0.09916497|3323:0.09509251|15432:0.09285762|3345:0.09754466,2,2
18108:0.05020516|36899:0.01685482|29109:0.03343487|41932:0.00548827|21582:0.00519241|7941:0.04898631|13813:0.00773095|17263:0.08046654|17428:0.00976926|17468:0.02302695|6804:0.01236255|27300:0.02600239|21043:0.01489739|13854:0.01030005|13856:0.01070659|36754:0.03513344|2218:0.07235515|44924:0.01597915|23746:0.01984189|44926:0.02017617|15985:0.02044572|27529:0.01413148|35517:0.07665384|37298:0.01652167|17562:0.01939233|36858:0.01628036|1375:0.01815297|14608:0.12117140|1282:0.04969896|14612:0.02722916|14624:0.01886564|29924:0.01662789|23083:0.04669032|23055:0.02240673|22028:0.59106495|23087:0.11442803|205:0.12106491|23048:0.04811356|14620:0.02434345|23095:0.04969031|23062:0.02465717|29873:0.21507750|48127:0.02341991|23107:0.02451407|23068:0.02609860|23058:0.07333431|12366:0.03807320|23080:0.07080350|23071:0.02730932|1401:0.02715089|1371:0.11697405|41969:0.02384973|23056:0.02244410|22036:0.04673978|23090:0.02431035|1302:0.02427758|23088:0.02427758|208:0.02444477|23092:0.02421298|36834:0.02444477|23049:0.02437688|23096:0.04969031|22031:0.04961340|23063:0.02557778|29874:0.02645535|206:0.05176079|8073:0.07146354|18111:0.02604269|210:0.02609860|48128:0.02465717|23108:0.02609860|23069:0.02609860|22029:0.02543621|29895:0.02370936|37195:0.05051271|23059:0.05278635|12367:0.02658331|1380:0.02658331|15995:0.04924163|22040:0.10331204|2221:0.05087241|23072:0.02730932|29878:0.02756209|19167:0.02173582|29876:0.10373448|1372:0.10352158|22043:0.04961340|37197:0.02465717|23057:0.02336989|22037:0.02444477|23091:0.02431035|1303:0.02444477|23089:0.02444477|209:0.02444477|23093:0.02444477|36835:0.02444477|23097:0.05033990|29875:0.02645535|207:0.05176079|18112:0.02609860|211:0.02609860|48129:0.02609860|23109:0.02609860|23070:0.02621332|22030:0.02621332|8075:0.02639317|29896:0.02645535|37196:0.05278635|23060:0.02658331|12368:0.02707442|15996:0.02557778|23073:0.02730932|19168:0.02699966|29877:0.10770619|23047:0.02645535|23103:0.02756209|23084:0.02604269|35552:0.02633214|35550:0.02882445|23104:0.02756209|23085:0.02685501|1297:0.04427807|35544:0.02161648|17332:0.02057987|17480:0.02678497|29033:0.17539369|14621:0.02658331|23050:0.02671639|14622:0.02715089|14152:0.10770619|13776:0.02823935|1276:0.05715586|1271:0.02909071|23053:0.05495136|23037:0.13196586|48068:0.14545354|23105:0.05647871|29883:0.02664918|23054:0.05512417|23038:0.13259357|22039:0.02765080|22046:0.05818142|23106:0.05692240|8074:0.02707442|22044:0.02765080|7758:0.08268626|25443:0.17818317|28704:0.17146758|29082:0.17720938|42209:0.15327080|23077:0.02715089|23074:0.02857793|23082:0.02895491|23064:0.02823935|23098:0.02895491|47874:0.14933910|14614:0.05973564|22033:0.05876030|23078:0.02715089|23075:0.02869891|22035:0.02909071|23065:0.02846120|22038:0.05790983|23747:0.02707442|23099:0.02895491|14153:0.05906979|47875:0.05973564|28705:0.02969719|23081:0.03004767|22032:0.05548388|23076:0.02909071|44927:0.02722916|14642:0.08727212|27476:0.02834843|29017:0.24904145,2,2
18108:0.05071358|36899:0.05107652|41932:0.01663155|21582:0.03146997|48347:0.02927828|2910:0.03153622|41967:0.02628747|5772:0.29920394|18349:0.12850979|21626:0.06698631|17794:0.07218724|17791:0.36093618|20128:0.66405238|17795:0.07218724|5789:0.07030636|36953:0.13744371|20129:0.17998759|18352:0.07540817|5790:0.07564820|16337:0.37435698|1414:0.30172948,2,2
